,Territorio,NC_   -  0,NC_  0- 10,NC_ 10- 15,NC_ 15- 26,NC_ 26- 55,NC_ 55- 75,NC_ 75-120,NC_120-inf,Income_tot
2404,Cremenaga,0.0,192.0,43.0,65.0,50.0,6.0,0.0,0.0,4567679.0
2405,Cremeno,0.0,314.0,131.0,394.0,282.0,34.0,23.0,12.0,28061472.0
2406,Cremia,0.0,175.0,71.0,143.0,69.0,6.0,4.0,0.0,7507092.0
2407,Cremolino,0.0,234.0,87.0,202.0,201.0,21.0,14.0,5.0,16388036.0
2408,Cremona,5.0,11427.0,5869.0,17533.0,14804.0,1479.0,1262.0,637.0,1351961770.0
2409,Cremosano,0.0,229.0,133.0,433.0,359.0,30.0,16.0,0.0,27133694.0
2410,Crescentino,0.0,1353.0,727.0,2115.0,1130.0,81.0,32.0,14.0,106819740.0
2411,Crespadoro,0.0,217.0,129.0,382.0,193.0,13.0,7.0,0.0,18105634.0
2412,Crespiatica,0.0,362.0,180.0,599.0,332.0,22.0,15.0,5.0,31355667.0
2413,Crespina Lorenzana,0.0,1011.0,520.0,1357.0,846.0,51.0,41.0,29.0,79612351.0
2414,Crespino,0.0,380.0,233.0,478.0,208.0,10.0,6.0,5.0,23016363.0
2415,Cressa,0.0,237.0,131.0,434.0,302.0,28.0,23.0,6.0,26746878.0
2416,Crevacuore,0.0,197.0,146.0,513.0,223.0,18.0,6.0,0.0,22247505.0
2417,Crevalcore,0.0,2110.0,1273.0,3799.0,2479.0,198.0,114.0,72.0,226764607.0
2418,Crevoladossola,0.0,969.0,382.0,911.0,743.0,37.0,30.0,21.0,61675652.0
2419,Crispano,0.0,2373.0,821.0,1277.0,669.0,28.0,23.0,11.0,75401992.0
2420,Crispiano,0.0,2814.0,1093.0,2586.0,1720.0,68.0,44.0,10.0,145308823.0
2421,Crissolo,0.0,43.0,26.0,29.0,12.0,5.0,0.0,0.0,1813666.0
2422,Crocefieschi,0.0,108.0,57.0,124.0,107.0,6.0,7.0,0.0,8570258.0
2423,Crocetta del Montello,0.0,1092.0,594.0,1744.0,817.0,79.0,56.0,23.0,91877133.0
2424,Crodo,0.0,301.0,140.0,342.0,244.0,17.0,7.0,0.0,19839136.0
2425,Crognaleto,0.0,314.0,129.0,218.0,127.0,9.0,6.0,0.0,12855246.0
2426,Cropalati,0.0,368.0,150.0,147.0,66.0,0.0,0.0,0.0,8773078.0
2427,Cropani,0.0,1237.0,493.0,595.0,363.0,19.0,14.0,7.0,39750358.0
2428,Crosia,0.0,3615.0,1298.0,1136.0,496.0,29.0,18.0,6.0,78804508.0
2429,Crosio della Valle,0.0,83.0,47.0,166.0,120.0,7.0,6.0,6.0,11812839.0
2430,Crotone,4.0,13480.0,4344.0,7746.0,5957.0,439.0,414.0,127.0,566527101.0
2431,Crotta d'Adda,0.0,118.0,47.0,168.0,113.0,8.0,0.0,0.0,8945459.0
2432,Crova,0.0,67.0,43.0,109.0,39.0,0.0,4.0,0.0,4787118.0
2433,Croviana,0.0,167.0,91.0,149.0,121.0,10.0,12.0,5.0,11883152.0
2434,Crucoli,0.0,937.0,287.0,384.0,234.0,12.0,9.0,0.0,25186544.0
2435,Cuasso al Monte,0.0,720.0,269.0,568.0,351.0,22.0,21.0,11.0,35016116.0
2436,Cuccaro Vetere,0.0,154.0,62.0,71.0,65.0,4.0,6.0,0.0,5998968.0
2437,Cucciago,0.0,553.0,294.0,858.0,602.0,42.0,37.0,25.0,56949298.0
2438,Cuceglio,0.0,137.0,93.0,258.0,179.0,8.0,6.0,5.0,15057936.0
2439,Cuggiono,0.0,1122.0,723.0,2157.0,1594.0,146.0,92.0,37.0,138206625.0
2440,Cugliate-Fabiasco,0.0,708.0,183.0,329.0,198.0,14.0,12.0,0.0,20169560.0
2441,Cuglieri,0.0,771.0,285.0,452.0,300.0,11.0,7.0,0.0,27192594.0
2442,Cugnoli,0.0,373.0,193.0,277.0,121.0,8.0,0.0,0.0,14118339.0
2443,Cumiana,0.0,1302.0,725.0,1858.0,1404.0,143.0,93.0,40.0,126453875.0
2444,Cumignano sul Naviglio,0.0,73.0,46.0,108.0,51.0,0.0,4.0,0.0,5275120.0
2445,Cunardo,0.0,631.0,208.0,454.0,251.0,18.0,16.0,4.0,26393997.0
2446,Cuneo,7.0,9774.0,4954.0,13017.0,11308.0,1107.0,983.0,470.0,1023173662.0
2447,Cunico,0.0,89.0,60.0,106.0,62.0,4.0,0.0,0.0,5555263.0
2448,Cuorgnè,0.0,1480.0,875.0,2591.0,1560.0,93.0,71.0,40.0,145386615.0
2449,Cupello,0.0,1109.0,452.0,1083.0,459.0,17.0,9.0,4.0,50365427.0
2450,Cupra Marittima,0.0,1275.0,635.0,1190.0,689.0,69.0,39.0,18.0,73167779.0
2451,Cupramontana,0.0,878.0,492.0,1214.0,632.0,48.0,29.0,12.0,64225600.0
2452,Cura Carpignano,0.0,659.0,375.0,1216.0,1020.0,69.0,49.0,14.0,78827192.0
2453,Curcuris,0.0,85.0,30.0,70.0,17.0,0.0,0.0,0.0,2672697.0
2454,Cureggio,0.0,415.0,233.0,731.0,456.0,41.0,26.0,15.0,43197769.0
2455,Curiglia con Monteviasco,0.0,43.0,12.0,34.0,8.0,0.0,0.0,0.0,1372901.0
2456,Curinga,0.0,1883.0,891.0,969.0,417.0,20.0,24.0,0.0,56763691.0
2457,Curino,0.0,97.0,55.0,134.0,49.0,0.0,0.0,0.0,5502482.0
2458,Curno,0.0,1246.0,662.0,1734.0,1476.0,155.0,134.0,48.0,132921552.0
2459,Curon Venosta/Graun im Vinschgau,0.0,587.0,256.0,456.0,409.0,26.0,23.0,6.0,34054383.0
2460,Cursi,0.0,1092.0,484.0,610.0,322.0,7.0,8.0,0.0,35211375.0
2461,Curtarolo,0.0,1096.0,689.0,1954.0,1140.0,76.0,46.0,31.0,107868444.0
2462,Curtatone,0.0,2079.0,1253.0,3790.0,3121.0,261.0,215.0,91.0,266623683.0
2463,Curti,0.0,1464.0,481.0,935.0,869.0,50.0,36.0,15.0,71705069.0
2464,Cusago,0.0,588.0,266.0,664.0,984.0,234.0,208.0,158.0,124804278.0
2465,Cusano Milanino,0.0,2930.0,1533.0,4297.0,4143.0,522.0,341.0,204.0,375221156.0
2466,Cusano Mutri,0.0,1398.0,417.0,405.0,238.0,12.0,12.0,0.0,29162854.0
2467,Cusino,0.0,68.0,19.0,32.0,15.0,0.0,0.0,0.0,1622063.0
2468,Cusio,0.0,61.0,30.0,68.0,29.0,0.0,0.0,0.0,2923562.0
2469,Custonaci,0.0,1432.0,531.0,870.0,356.0,22.0,14.0,0.0,44993421.0
2470,Cutro,0.0,2656.0,670.0,891.0,421.0,33.0,17.0,0.0,55329304.0
2471,Cutrofiano,0.0,2417.0,999.0,1221.0,801.0,36.0,26.0,5.0,80299221.0
2472,Cuveglio,0.0,601.0,299.0,683.0,396.0,29.0,30.0,15.0,41297929.0
2473,Cuvio,0.0,308.0,167.0,406.0,188.0,7.0,9.0,0.0,19303168.0
2474,Dairago,0.0,767.0,479.0,1800.0,1296.0,124.0,57.0,20.0,107943808.0
2475,Dalmine,0.0,3591.0,1896.0,5667.0,4618.0,437.0,272.0,124.0,390489018.0
2476,Dambel,0.0,261.0,37.0,79.0,68.0,4.0,0.0,0.0,5302406.0
2477,Danta di Cadore,0.0,81.0,62.0,156.0,43.0,5.0,0.0,0.0,5977519.0
2478,Darfo Boario Terme,0.0,2770.0,1501.0,3904.0,2219.0,215.0,177.0,67.0,229764310.0
2479,Dasà,0.0,373.0,114.0,165.0,90.0,0.0,0.0,0.0,9355204.0
2480,Davagna,0.0,336.0,165.0,459.0,390.0,17.0,8.0,0.0,27575002.0
2481,Daverio,0.0,448.0,244.0,779.0,594.0,59.0,43.0,21.0,53250359.0
2482,Davoli,0.0,1478.0,518.0,699.0,453.0,25.0,25.0,5.0,47172721.0
2483,Dazio,0.0,94.0,37.0,106.0,88.0,7.0,0.0,0.0,6452548.0
2484,Decimomannu,0.0,1592.0,656.0,1637.0,1092.0,46.0,47.0,7.0,94763982.0
2485,Decimoputzu,0.0,1072.0,441.0,686.0,261.0,13.0,0.0,0.0,34032196.0
2486,Decollatura,0.0,794.0,280.0,405.0,289.0,11.0,14.0,0.0,26870418.0
2487,Dego,0.0,355.0,149.0,489.0,366.0,11.0,7.0,0.0,26924424.0
2488,Deiva Marina,0.0,360.0,147.0,292.0,217.0,17.0,10.0,6.0,20274180.0
2489,Delebio,0.0,549.0,314.0,835.0,538.0,42.0,26.0,11.0,48902755.0
2490,Delia,0.0,1496.0,367.0,365.0,244.0,14.0,12.0,0.0,28414475.0
2491,Delianuova,0.0,927.0,371.0,511.0,216.0,13.0,11.0,0.0,28356095.0
2492,Deliceto,0.0,1018.0,482.0,689.0,373.0,10.0,11.0,0.0,38097008.0
2493,Dello,0.0,865.0,505.0,1495.0,897.0,46.0,34.0,18.0,80975856.0
2494,Demonte,0.0,369.0,206.0,544.0,324.0,16.0,4.0,0.0,27613915.0
2495,Denice,0.0,38.0,18.0,42.0,33.0,0.0,0.0,0.0,2374149.0
2496,Denno,0.0,396.0,144.0,264.0,211.0,18.0,12.0,12.0,20153097.0
2497,Dernice,0.0,43.0,23.0,47.0,28.0,0.0,6.0,0.0,2971218.0
2498,Derovere,0.0,41.0,41.0,73.0,49.0,0.0,6.0,0.0,4277291.0
2499,Deruta,0.0,1731.0,1152.0,2463.0,1119.0,90.0,66.0,26.0,125761825.0
2500,Dervio,0.0,431.0,240.0,656.0,557.0,52.0,26.0,13.0,47419730.0
2501,Desana,0.0,164.0,92.0,312.0,183.0,14.0,16.0,0.0,16791738.0
2502,Desenzano del Garda,5.0,5501.0,2654.0,5798.0,4975.0,741.0,609.0,379.0,539986821.0
2503,Desio,5.0,6233.0,3511.0,9966.0,8061.0,762.0,508.0,230.0,702001405.0
2504,Desulo,0.0,656.0,264.0,350.0,153.0,8.0,0.0,0.0,19193044.0
2505,Diamante,0.0,1457.0,409.0,607.0,524.0,47.0,37.0,11.0,49562153.0
2506,Diano Arentino,0.0,160.0,69.0,124.0,102.0,0.0,10.0,0.0,8368154.0
2507,Diano Castello,0.0,540.0,259.0,452.0,277.0,29.0,23.0,10.0,30553234.0
2508,Diano Marina,0.0,1342.0,699.0,1155.0,772.0,88.0,68.0,32.0,84503529.0
2509,Diano San Pietro,0.0,311.0,134.0,209.0,121.0,7.0,5.0,0.0,12367246.0
2510,Diano d'Alba,0.0,616.0,389.0,869.0,659.0,73.0,66.0,25.0,63717771.0
2511,Dicomano,0.0,962.0,574.0,1537.0,820.0,34.0,35.0,5.0,76265455.0
2512,Dignano,0.0,464.0,240.0,677.0,411.0,23.0,13.0,13.0,37778120.0
2513,Dimaro Folgarida,0.0,479.0,312.0,534.0,358.0,28.0,23.0,9.0,34737115.0
2514,Dinami,0.0,771.0,199.0,193.0,60.0,0.0,0.0,0.0,11686739.0
2515,Dipignano,0.0,1074.0,357.0,602.0,377.0,19.0,19.0,4.0,37633387.0
2516,Diso,0.0,767.0,294.0,540.0,394.0,18.0,10.0,5.0,34201284.0
2517,Divignano,0.0,271.0,162.0,349.0,197.0,9.0,7.0,0.0,18140425.0
2518,Dizzasco,0.0,151.0,56.0,145.0,87.0,8.0,8.0,5.0,9423239.0
2519,Dobbiaco/Toblach,0.0,644.0,324.0,850.0,714.0,61.0,46.0,32.0,63921112.0
2520,Doberdò del Lago-Doberdob,0.0,262.0,108.0,347.0,299.0,20.0,13.0,9.0,23602803.0
2521,Dogliani,0.0,944.0,538.0,1162.0,597.0,65.0,40.0,10.0,65062885.0
2522,Dogliola,0.0,83.0,42.0,70.0,23.0,0.0,0.0,0.0,3026876.0
2523,Dogna,0.0,35.0,10.0,53.0,30.0,0.0,0.0,0.0,2288207.0
2524,Dolceacqua,0.0,562.0,262.0,396.0,204.0,16.0,8.0,0.0,22620350.0
2525,Dolcedo,0.0,354.0,116.0,265.0,192.0,11.0,11.0,0.0,16561233.0
2526,Dolcè,0.0,490.0,225.0,659.0,424.0,11.0,12.0,4.0,35570574.0
2527,Dolegna del Collio,0.0,91.0,39.0,103.0,48.0,0.0,5.0,0.0,4918686.0
2528,Dolianova,0.0,1842.0,989.0,1830.0,1109.0,54.0,26.0,10.0,102745072.0
2529,Dolo,0.0,2495.0,1392.0,3664.0,2787.0,248.0,201.0,78.0,250532887.0
2530,Dolzago,0.0,351.0,219.0,671.0,511.0,43.0,33.0,9.0,43313558.0
2531,Domanico,0.0,283.0,100.0,99.0,31.0,0.0,0.0,0.0,5476843.0
2532,Domaso,0.0,316.0,129.0,342.0,234.0,23.0,23.0,10.0,23576158.0
2533,Domegge di Cadore,0.0,409.0,303.0,765.0,345.0,29.0,35.0,13.0,40494925.0
2534,Domicella,0.0,445.0,159.0,258.0,154.0,4.0,0.0,0.0,14623807.0
2535,Domodossola,0.0,3636.0,1505.0,3575.0,3235.0,258.0,213.0,116.0,275968523.0
2536,Domus de Maria,0.0,472.0,225.0,241.0,131.0,19.0,8.0,9.0,18025577.0
2537,Domusnovas,0.0,1233.0,595.0,1179.0,594.0,28.0,16.0,4.0,60727191.0
2538,Donato,0.0,151.0,64.0,181.0,111.0,7.0,7.0,0.0,9897730.0
2539,Dongo,0.0,666.0,292.0,859.0,480.0,28.0,23.0,9.0,45401566.0
2540,Donnas,0.0,458.0,213.0,668.0,465.0,25.0,23.0,0.0,37790551.0
2541,Donori,0.0,523.0,203.0,402.0,182.0,0.0,0.0,0.0,18512755.0
2542,Dorgali,0.0,2399.0,1038.0,1281.0,626.0,36.0,25.0,6.0,74848366.0
2543,Dorio,0.0,68.0,26.0,90.0,62.0,5.0,4.0,0.0,5230251.0
2544,Dormelletto,0.0,489.0,217.0,624.0,440.0,49.0,46.0,26.0,45503439.0
2545,Dorno,0.0,743.0,414.0,1354.0,702.0,56.0,40.0,11.0,69789538.0
2546,Dorzano,0.0,77.0,58.0,167.0,86.0,5.0,4.0,0.0,8122145.0
2547,Dosolo,0.0,501.0,349.0,856.0,583.0,48.0,32.0,15.0,53059913.0
2548,Dossena,0.0,198.0,83.0,285.0,106.0,6.0,0.0,0.0,11574795.0
2549,Dosso del Liro,0.0,58.0,34.0,54.0,11.0,0.0,0.0,0.0,2154239.0
2550,Doues,0.0,104.0,59.0,118.0,110.0,4.0,4.0,0.0,7937781.0
2551,Dovadola,0.0,294.0,206.0,488.0,201.0,16.0,10.0,5.0,23425292.0
2552,Dovera,0.0,628.0,347.0,947.0,575.0,58.0,33.0,16.0,56103502.0
2553,Dozza,0.0,966.0,645.0,1752.0,1270.0,136.0,87.0,34.0,116385056.0
2554,Dragoni,0.0,493.0,155.0,309.0,184.0,13.0,10.0,0.0,18159959.0
2555,Drapia,0.0,600.0,247.0,352.0,197.0,8.0,11.0,0.0,20874910.0
2556,Drena,0.0,133.0,65.0,158.0,94.0,7.0,10.0,0.0,9228099.0
2557,Drenchia,0.0,44.0,18.0,26.0,8.0,0.0,0.0,0.0,1258419.0
2558,Dresano,0.0,400.0,273.0,710.0,683.0,65.0,46.0,24.0,56462383.0
2559,Dro,0.0,854.0,517.0,1160.0,1005.0,79.0,39.0,9.0,77904941.0
2560,Dronero,0.0,1281.0,753.0,2002.0,1004.0,55.0,43.0,18.0,100113579.0
2561,Druento,0.0,1349.0,748.0,2182.0,1786.0,154.0,91.0,47.0,148755755.0
2562,Druogno,0.0,325.0,85.0,127.0,114.0,10.0,0.0,0.0,9211751.0
2563,Dualchi,0.0,195.0,65.0,107.0,38.0,0.0,0.0,0.0,5035968.0
2564,Dubino,0.0,785.0,394.0,878.0,470.0,35.0,25.0,9.0,48472106.0
2565,Due Carrare,0.0,1622.0,879.0,2329.0,1431.0,104.0,71.0,30.0,134370647.0
2566,Dueville,0.0,2074.0,1295.0,3858.0,2467.0,204.0,131.0,69.0,228020770.0
2567,Dugenta,0.0,753.0,286.0,373.0,278.0,17.0,9.0,4.0,26742482.0
2568,Duino Aurisina-Devin Nabrežina,0.0,1405.0,721.0,1983.0,2019.0,215.0,186.0,68.0,170592340.0
2569,Dumenza,0.0,385.0,107.0,186.0,124.0,8.0,7.0,0.0,11846873.0
2570,Duno,0.0,29.0,18.0,28.0,17.0,0.0,0.0,0.0,1517257.0
2571,Durazzano,0.0,631.0,205.0,246.0,124.0,8.0,8.0,4.0,16230494.0
2572,Duronia,0.0,146.0,68.0,77.0,37.0,0.0,0.0,0.0,4239071.0
2573,Dusino San Michele,0.0,225.0,80.0,281.0,152.0,17.0,11.0,6.0,16079451.0
2574,Eboli,0.0,9331.0,4051.0,5232.0,3590.0,213.0,190.0,60.0,363333836.0
2575,Edolo,0.0,923.0,490.0,1057.0,728.0,38.0,30.0,20.0,65892455.0
2576,Egna/Neumarkt,0.0,954.0,493.0,1185.0,1261.0,132.0,88.0,63.0,109162600.0
2577,Elice,0.0,493.0,236.0,342.0,110.0,9.0,6.0,0.0,16648780.0
2578,Elini,0.0,117.0,58.0,114.0,54.0,0.0,0.0,0.0,5255472.0
2579,Ello,0.0,186.0,86.0,287.0,250.0,40.0,21.0,20.0,25859411.0
2580,Elmas,0.0,1705.0,803.0,1859.0,1525.0,135.0,63.0,14.0,124604092.0
2581,Elva,0.0,36.0,10.0,10.0,6.0,0.0,0.0,0.0,700016.0
2582,Emarèse,0.0,53.0,18.0,60.0,28.0,4.0,0.0,0.0,2977142.0
2583,Empoli,0.0,9514.0,4534.0,11682.0,7595.0,730.0,577.0,326.0,775386898.0
2584,Endine Gaiano,0.0,632.0,312.0,832.0,498.0,40.0,23.0,6.0,46240262.0
2585,Enego,0.0,452.0,174.0,345.0,230.0,13.0,10.0,0.0,20356849.0
2586,Enemonzo,0.0,263.0,122.0,384.0,216.0,15.0,0.0,0.0,18524500.0
2587,Enna,0.0,5820.0,2217.0,4250.0,4108.0,367.0,254.0,58.0,337038584.0
2588,Entracque,0.0,202.0,94.0,176.0,133.0,9.0,0.0,0.0,10661925.0
2589,Entratico,0.0,351.0,141.0,482.0,331.0,26.0,15.0,6.0,28299720.0
2590,Envie,0.0,502.0,261.0,443.0,201.0,11.0,5.0,4.0,23233104.0
2591,Episcopia,0.0,348.0,168.0,234.0,92.0,8.0,0.0,0.0,12112831.0
2592,Eraclea,0.0,2833.0,1522.0,3069.0,1407.0,105.0,49.0,26.0,157648244.0
2593,Erba,5.0,2784.0,1285.0,4075.0,3000.0,343.0,276.0,125.0,291599472.0
2594,Erbezzo,0.0,195.0,119.0,165.0,99.0,12.0,4.0,0.0,10126770.0
2595,Erbusco,0.0,1645.0,817.0,2086.0,1407.0,141.0,96.0,76.0,143014563.0
2596,Erbè,0.0,356.0,198.0,503.0,269.0,15.0,6.0,0.0,24462538.0
2597,Erchie,0.0,2442.0,1158.0,1336.0,528.0,21.0,19.0,7.0,75071218.0
2598,Ercolano,0.0,9839.0,3292.0,6233.0,4734.0,308.0,232.0,57.0,425216176.0
2599,Erice,0.0,5973.0,2007.0,3795.0,3752.0,313.0,216.0,65.0,309768985.0
2600,Erli,0.0,60.0,26.0,39.0,24.0,0.0,0.0,0.0,2104267.0
2601,Erto e Casso,0.0,85.0,40.0,115.0,66.0,0.0,0.0,0.0,5313293.0
2602,Erula,0.0,223.0,100.0,101.0,35.0,0.0,0.0,0.0,5503196.0
2603,Erve,0.0,126.0,63.0,192.0,126.0,9.0,0.0,0.0,9996308.0
2604,Esanatoglia,0.0,374.0,218.0,601.0,243.0,23.0,8.0,4.0,27831481.0
2605,Escalaplano,0.0,653.0,235.0,381.0,134.0,0.0,0.0,0.0,17971742.0
2606,Escolca,0.0,181.0,69.0,80.0,45.0,0.0,0.0,0.0,4698140.0
2607,Esine,0.0,923.0,512.0,1368.0,682.0,60.0,40.0,11.0,71617046.0
2608,Esino Lario,0.0,126.0,87.0,203.0,124.0,17.0,5.0,0.0,11735596.0
2609,Esperia,0.0,763.0,342.0,791.0,368.0,20.0,10.0,0.0,37946506.0
2610,Esporlatu,0.0,107.0,41.0,81.0,32.0,0.0,0.0,0.0,3598279.0
2611,Este,4.0,3005.0,1539.0,4066.0,2816.0,252.0,223.0,97.0,267543389.0
2612,Esterzili,0.0,144.0,97.0,122.0,42.0,0.0,0.0,0.0,5772308.0
2613,Etroubles,0.0,101.0,67.0,90.0,92.0,9.0,6.0,0.0,7428335.0
2614,Eupilio,0.0,419.0,188.0,607.0,487.0,61.0,59.0,26.0,49539060.0
2615,Exilles,0.0,51.0,15.0,61.0,50.0,0.0,0.0,0.0,3395061.0
2616,Fabbrica Curone,0.0,140.0,74.0,158.0,86.0,0.0,4.0,0.0,8046672.0
2617,Fabbriche di Vergemoli,0.0,203.0,97.0,148.0,96.0,0.0,0.0,0.0,8441861.0
2618,Fabbrico,0.0,858.0,515.0,1838.0,1247.0,91.0,45.0,27.0,104942111.0
2619,Fabriano,6.0,5146.0,2852.0,7304.0,4939.0,486.0,324.0,142.0,466093445.0
2620,Fabrica di Roma,0.0,1694.0,712.0,1501.0,1002.0,69.0,26.0,20.0,92826810.0
2621,Fabrizia,0.0,715.0,201.0,292.0,59.0,0.0,0.0,0.0,13512549.0
2622,Fabro,0.0,554.0,347.0,680.0,352.0,7.0,11.0,0.0,34069906.0
2623,Faedis,0.0,581.0,320.0,745.0,427.0,31.0,24.0,6.0,41204695.0
2624,Faedo Valtellino,0.0,103.0,48.0,141.0,72.0,6.0,4.0,0.0,7210395.0
2625,Faenza,9.0,10014.0,6459.0,15452.0,10265.0,1036.0,807.0,414.0,1021223660.0
2626,Faeto,0.0,221.0,88.0,75.0,53.0,0.0,0.0,0.0,5190847.0
2627,Fagagna,0.0,1063.0,600.0,1576.0,1204.0,117.0,73.0,34.0,110283357.0
2628,Faggeto Lario,0.0,255.0,82.0,247.0,179.0,15.0,17.0,15.0,19222731.0
2629,Faggiano,0.0,827.0,336.0,671.0,338.0,5.0,5.0,0.0,32831299.0
2630,Fagnano Alto,0.0,106.0,36.0,88.0,52.0,0.0,0.0,0.0,4511302.0
2631,Fagnano Castello,0.0,1035.0,350.0,391.0,215.0,18.0,8.0,0.0,25833878.0
2632,Fagnano Olona,0.0,1796.0,1081.0,3194.0,2269.0,182.0,133.0,70.0,203097141.0
2633,Fai della Paganella,0.0,191.0,109.0,231.0,167.0,19.0,11.0,5.0,15676556.0
2634,Faicchio,0.0,1141.0,358.0,381.0,234.0,10.0,16.0,5.0,29594449.0
2635,Falcade,0.0,410.0,218.0,563.0,329.0,18.0,17.0,7.0,31161802.0
2636,Falciano del Massico,0.0,896.0,299.0,468.0,342.0,9.0,11.0,0.0,30558807.0
2637,Falconara Albanese,0.0,428.0,138.0,173.0,99.0,0.0,4.0,0.0,10725195.0
2638,Falconara Marittima,0.0,4472.0,2351.0,6278.0,5027.0,372.0,304.0,89.0,419781398.0
2639,Falcone,0.0,964.0,340.0,304.0,178.0,12.0,9.0,0.0,22322273.0
2640,Faleria,0.0,446.0,154.0,382.0,262.0,19.0,7.0,5.0,24013710.0
2641,Falerna,0.0,1074.0,318.0,589.0,286.0,16.0,13.0,4.0,32312768.0
2642,Falerone,0.0,714.0,435.0,801.0,279.0,27.0,20.0,5.0,38490380.0
2643,Fallo,0.0,49.0,20.0,27.0,7.0,0.0,0.0,0.0,1229783.0
2644,Faloppio,0.0,948.0,327.0,819.0,531.0,55.0,28.0,8.0,50278289.0
2645,Falvaterra,0.0,97.0,54.0,124.0,64.0,0.0,0.0,0.0,5865748.0
2646,Falzes/Pfalzen,0.0,436.0,276.0,565.0,787.0,66.0,66.0,44.0,65808082.0
2647,Fanano,0.0,651.0,381.0,830.0,460.0,36.0,25.0,9.0,46364174.0
2648,Fanna,0.0,299.0,153.0,438.0,237.0,17.0,10.0,0.0,21968320.0
2649,Fano,6.0,11970.0,6100.0,14015.0,10177.0,1103.0,815.0,327.0,980043405.0
2650,Fano Adriano,0.0,62.0,37.0,48.0,52.0,6.0,0.0,0.0,3839193.0
2651,Fara Filiorum Petri,0.0,487.0,208.0,395.0,194.0,18.0,11.0,8.0,23146000.0
2652,Fara Gera d'Adda,0.0,1165.0,645.0,2125.0,1522.0,140.0,70.0,30.0,131708551.0
2653,Fara Novarese,0.0,311.0,175.0,593.0,345.0,33.0,18.0,10.0,33864994.0
2654,Fara Olivana con Sola,0.0,190.0,140.0,349.0,196.0,15.0,14.0,0.0,18375578.0
2655,Fara San Martino,0.0,247.0,121.0,302.0,266.0,14.0,5.0,8.0,21664739.0
2656,Fara Vicentino,0.0,670.0,376.0,1004.0,639.0,56.0,34.0,19.0,60074349.0
2657,Fara in Sabina,0.0,2922.0,1362.0,2551.0,1757.0,139.0,85.0,29.0,166260848.0
2658,Fardella,0.0,181.0,78.0,101.0,57.0,0.0,0.0,0.0,5684567.0
2659,Farigliano,0.0,345.0,205.0,467.0,217.0,16.0,15.0,5.0,24520541.0
2660,Farindola,0.0,383.0,199.0,291.0,93.0,4.0,0.0,0.0,13398301.0
2661,Farini,0.0,396.0,189.0,261.0,129.0,7.0,10.0,5.0,16073072.0
2662,Farnese,0.0,418.0,207.0,270.0,142.0,14.0,5.0,0.0,16183406.0
2663,Farra d'Isonzo,0.0,265.0,164.0,461.0,385.0,21.0,23.0,5.0,30281507.0
2664,Farra di Soligo,0.0,1679.0,879.0,2323.0,1055.0,90.0,58.0,36.0,121221546.0
2665,Fasano,0.0,10954.0,5186.0,6760.0,3093.0,199.0,192.0,66.0,396939195.0
2666,Fascia,0.0,17.0,14.0,18.0,15.0,0.0,0.0,0.0,1199620.0
2667,Fauglia,0.0,708.0,355.0,867.0,639.0,44.0,34.0,13.0,55978016.0
2668,Faule,0.0,70.0,40.0,127.0,66.0,7.0,0.0,0.0,6081032.0
2669,Favale di Malvaro,0.0,104.0,50.0,97.0,47.0,0.0,0.0,0.0,4640669.0
2670,Favara,0.0,6969.0,2629.0,4921.0,2295.0,116.0,72.0,19.0,254800934.0
2671,Favignana,0.0,1426.0,382.0,553.0,624.0,58.0,37.0,6.0,52400308.0
2672,Favria,0.0,722.0,475.0,1298.0,809.0,63.0,42.0,14.0,73505964.0
2673,Feisoglio,0.0,65.0,27.0,84.0,63.0,0.0,0.0,0.0,4469527.0
2674,Feletto,0.0,386.0,179.0,548.0,306.0,31.0,11.0,9.0,30403356.0
2675,Felino,0.0,1276.0,753.0,2153.0,2091.0,215.0,143.0,56.0,173748875.0
2676,Felitto,0.0,392.0,140.0,195.0,94.0,8.0,6.0,0.0,11572584.0
2677,Felizzano,0.0,338.0,172.0,625.0,363.0,20.0,17.0,9.0,33402260.0
2678,Feltre,0.0,3458.0,1961.0,6028.0,3654.0,295.0,246.0,85.0,344088634.0
2679,Fenegrò,0.0,446.0,249.0,843.0,543.0,63.0,34.0,23.0,54229226.0
2680,Fenestrelle,0.0,98.0,66.0,137.0,84.0,0.0,0.0,0.0,6861007.0
2681,Ferentillo,0.0,390.0,186.0,394.0,284.0,11.0,17.0,5.0,24502669.0
2682,Ferentino,0.0,4098.0,1871.0,3978.0,2584.0,165.0,109.0,56.0,241371717.0
2683,Ferla,0.0,617.0,347.0,441.0,138.0,11.0,0.0,0.0,20969176.0
2684,Fermignano,0.0,1460.0,927.0,2279.0,1092.0,70.0,57.0,19.0,115218796.0
2685,Fermo,0.0,7835.0,4004.0,8041.0,4940.0,451.0,341.0,133.0,499257549.0
2686,Ferno,0.0,1071.0,678.0,1869.0,1139.0,74.0,38.0,14.0,100880065.0
2687,Feroleto Antico,0.0,588.0,228.0,260.0,133.0,5.0,4.0,0.0,15946343.0
2688,Feroleto della Chiesa,0.0,553.0,164.0,242.0,45.0,4.0,0.0,0.0,11180043.0
2689,Ferrandina,0.0,1899.0,832.0,1655.0,851.0,59.0,29.0,11.0,89402896.0
2690,Ferrara,17.0,22855.0,12305.0,32360.0,26279.0,3010.0,2599.0,964.0,2456832194.0
