,Territorio,NC_   -  0,NC_  0- 10,NC_ 10- 15,NC_ 15- 26,NC_ 26- 55,NC_ 55- 75,NC_ 75-120,NC_120-inf,Income_tot
7066,Ticengo,0.0,67.0,44.0,113.0,62.0,4.0,0.0,0.0,5512465.0
7067,Ticineto,0.0,212.0,141.0,386.0,210.0,9.0,13.0,0.0,19706246.0
7068,Tiggiano,0.0,752.0,268.0,433.0,250.0,15.0,12.0,4.0,26761620.0
7069,Tiglieto,0.0,119.0,48.0,119.0,84.0,11.0,4.0,0.0,7633479.0
7070,Tigliole,0.0,301.0,155.0,423.0,301.0,19.0,26.0,6.0,27814082.0
7071,Tignale,0.0,388.0,210.0,272.0,119.0,11.0,9.0,0.0,15464739.0
7072,Tinnura,0.0,50.0,25.0,54.0,31.0,0.0,0.0,0.0,2699272.0
7073,Tione degli Abruzzi,0.0,83.0,36.0,63.0,27.0,0.0,0.0,0.0,3022251.0
7074,Tione di Trento,0.0,675.0,372.0,926.0,675.0,49.0,62.0,26.0,63234638.0
7075,Tirano,0.0,1812.0,864.0,2025.0,1495.0,130.0,139.0,46.0,140557725.0
7076,Tires/Tiers,0.0,185.0,102.0,197.0,244.0,27.0,17.0,10.0,19955600.0
7077,Tiriolo,0.0,979.0,393.0,534.0,312.0,19.0,11.0,0.0,33037155.0
7078,Tirolo/Tirol,0.0,633.0,337.0,583.0,435.0,54.0,39.0,19.0,45252885.0
7079,Tissi,0.0,515.0,210.0,417.0,315.0,20.0,8.0,0.0,25971777.0
7080,Tito,0.0,1595.0,717.0,1332.0,733.0,32.0,22.0,6.0,73534273.0
7081,Tivoli,0.0,10793.0,4597.0,9830.0,8462.0,606.0,421.0,144.0,718839564.0
7082,Tizzano Val Parma,0.0,442.0,210.0,512.0,376.0,28.0,22.0,4.0,32314115.0
7083,Toano,0.0,806.0,446.0,971.0,776.0,45.0,38.0,12.0,63669819.0
7084,Tocco Caudio,0.0,440.0,204.0,225.0,66.0,0.0,0.0,0.0,11086811.0
7085,Tocco da Casauria,0.0,545.0,263.0,557.0,264.0,14.0,8.0,0.0,27084503.0
7086,Toceno,0.0,226.0,50.0,89.0,67.0,0.0,7.0,0.0,5934649.0
7087,Todi,4.0,3389.0,1808.0,3604.0,2115.0,185.0,133.0,82.0,225539079.0
7088,Toffia,0.0,228.0,117.0,201.0,110.0,8.0,6.0,0.0,11438120.0
7089,Toirano,0.0,594.0,286.0,594.0,369.0,31.0,17.0,13.0,36295017.0
7090,Tolentino,0.0,3320.0,2141.0,5062.0,2471.0,226.0,158.0,60.0,268276740.0
7091,Tolfa,0.0,1023.0,454.0,878.0,764.0,36.0,25.0,5.0,59759691.0
7092,Tollegno,0.0,374.0,280.0,745.0,336.0,32.0,21.0,9.0,37219000.0
7093,Tollo,0.0,1186.0,473.0,665.0,331.0,21.0,12.0,4.0,39336287.0
7094,Tolmezzo,0.0,1634.0,979.0,2745.0,2032.0,143.0,166.0,52.0,178967499.0
7095,Tolve,0.0,737.0,302.0,626.0,300.0,9.0,10.0,0.0,31339645.0
7096,Tombolo,0.0,1357.0,767.0,2174.0,1261.0,103.0,78.0,50.0,129890923.0
7097,Ton,0.0,396.0,163.0,334.0,220.0,11.0,7.0,0.0,19370048.0
7098,Tonara,0.0,461.0,212.0,349.0,265.0,6.0,5.0,0.0,21529200.0
7099,Tonco,0.0,169.0,98.0,199.0,104.0,5.0,6.0,0.0,10426580.0
7100,Tonengo,0.0,66.0,22.0,63.0,33.0,0.0,0.0,0.0,3052097.0
7101,Tonezza del Cimone,0.0,130.0,60.0,120.0,112.0,4.0,0.0,0.0,7828302.0
7102,Tora e Piccilli,0.0,227.0,89.0,140.0,84.0,8.0,0.0,0.0,8201158.0
7103,Torano Castello,0.0,1120.0,429.0,703.0,278.0,18.0,24.0,5.0,38313089.0
7104,Torano Nuovo,0.0,376.0,201.0,329.0,147.0,4.0,5.0,0.0,16616227.0
7105,Torbole Casaglia,0.0,1036.0,562.0,1648.0,1016.0,76.0,38.0,7.0,89550163.0
7106,Torcegno,0.0,130.0,76.0,206.0,131.0,8.0,0.0,0.0,10559038.0
7107,Torchiara,0.0,449.0,193.0,267.0,204.0,20.0,9.0,0.0,19046313.0
7108,Torchiarolo,0.0,1323.0,620.0,903.0,470.0,18.0,8.0,0.0,50549738.0
7109,Torella dei Lombardi,0.0,651.0,206.0,288.0,148.0,5.0,7.0,0.0,17084107.0
7110,Torella del Sannio,0.0,282.0,92.0,130.0,39.0,0.0,0.0,0.0,6268197.0
7111,Torgiano,0.0,1142.0,733.0,1605.0,1014.0,78.0,64.0,19.0,96402267.0
7112,Torgnon,0.0,122.0,71.0,124.0,97.0,12.0,9.0,5.0,10092864.0
7113,Torino,113.0,151986.0,68505.0,179926.0,158797.0,19087.0,16035.0,8101.0,15453704469.0
7114,Torino di Sangro,0.0,785.0,338.0,690.0,295.0,10.0,8.0,5.0,33995437.0
7115,Toritto,0.0,2148.0,844.0,1366.0,762.0,29.0,18.0,8.0,76907935.0
7116,Torlino Vimercati,0.0,70.0,56.0,110.0,88.0,14.0,6.0,0.0,7999901.0
7117,Tornaco,0.0,131.0,67.0,252.0,155.0,20.0,14.0,0.0,14519153.0
7118,Tornareccio,0.0,415.0,188.0,439.0,135.0,7.0,0.0,0.0,17811926.0
7119,Tornata,0.0,69.0,47.0,110.0,64.0,5.0,6.0,0.0,5963498.0
7120,Tornimparte,0.0,529.0,318.0,708.0,485.0,22.0,17.0,0.0,40031324.0
7121,Torno,0.0,204.0,115.0,237.0,201.0,21.0,17.0,19.0,20757942.0
7122,Tornolo,0.0,247.0,112.0,267.0,122.0,13.0,4.0,0.0,13235384.0
7123,Toro,0.0,365.0,158.0,212.0,111.0,0.0,4.0,0.0,12009038.0
7124,Torpè,0.0,772.0,298.0,404.0,142.0,4.0,6.0,4.0,22424933.0
7125,Torraca,0.0,380.0,135.0,157.0,106.0,0.0,5.0,0.0,10482671.0
7126,Torralba,0.0,219.0,92.0,177.0,114.0,4.0,4.0,0.0,10227495.0
7127,Torrazza Coste,0.0,274.0,170.0,403.0,296.0,30.0,16.0,13.0,27780199.0
7128,Torrazza Piemonte,0.0,430.0,270.0,800.0,563.0,41.0,29.0,12.0,48085383.0
7129,Torrazzo,0.0,41.0,17.0,62.0,29.0,4.0,0.0,0.0,2961457.0
7130,Torre Annunziata,0.0,7510.0,2597.0,5606.0,3888.0,281.0,206.0,59.0,357452596.0
7131,Torre Beretti e Castellaro,0.0,94.0,65.0,120.0,48.0,0.0,5.0,0.0,5865268.0
7132,Torre Boldone,0.0,1452.0,714.0,1982.0,1649.0,224.0,159.0,79.0,158889043.0
7133,Torre Bormida,0.0,29.0,24.0,39.0,35.0,0.0,0.0,0.0,2383897.0
7134,Torre Cajetani,0.0,300.0,113.0,253.0,111.0,0.0,4.0,0.0,11888383.0
7135,Torre Canavese,0.0,109.0,57.0,158.0,113.0,8.0,10.0,5.0,10624826.0
7136,Torre Le Nocelle,0.0,347.0,131.0,159.0,112.0,5.0,4.0,0.0,10854088.0
7137,Torre Mondovì,0.0,94.0,58.0,128.0,68.0,0.0,0.0,0.0,5962399.0
7138,Torre Orsaia,0.0,592.0,185.0,278.0,194.0,8.0,6.0,0.0,18148555.0
7139,Torre Pallavicina,0.0,195.0,111.0,297.0,140.0,12.0,0.0,0.0,13712541.0
7140,Torre Pellice,0.0,911.0,450.0,1153.0,733.0,58.0,45.0,22.0,69345701.0
7141,Torre San Giorgio,0.0,141.0,85.0,186.0,108.0,13.0,7.0,7.0,12127678.0
7142,Torre San Patrizio,0.0,486.0,330.0,459.0,140.0,14.0,11.0,5.0,23140396.0
7143,Torre Santa Susanna,0.0,2904.0,1392.0,1629.0,761.0,36.0,23.0,6.0,95458803.0
7144,Torre d'Arese,0.0,137.0,88.0,216.0,160.0,5.0,7.0,0.0,12830772.0
7145,Torre d'Isola,0.0,294.0,144.0,469.0,478.0,136.0,127.0,72.0,65040835.0
7146,Torre de' Busi,0.0,292.0,173.0,601.0,411.0,27.0,26.0,5.0,34997046.0
7147,Torre de' Negri,0.0,65.0,31.0,119.0,40.0,0.0,0.0,0.0,4421351.0
7148,Torre de' Passeri,0.0,665.0,267.0,594.0,351.0,13.0,14.0,5.0,32912151.0
7149,Torre de' Picenardi,0.0,372.0,243.0,587.0,296.0,18.0,14.0,7.0,30397814.0
7150,Torre de' Roveri,0.0,377.0,190.0,566.0,519.0,55.0,39.0,24.0,46822430.0
7151,Torre del Greco,8.0,15954.0,5561.0,10212.0,8971.0,625.0,412.0,133.0,758608782.0
7152,Torre di Mosto,0.0,979.0,525.0,1223.0,647.0,49.0,38.0,8.0,65970568.0
7153,Torre di Ruggiero,0.0,391.0,105.0,82.0,40.0,5.0,0.0,0.0,6060750.0
7154,Torre di Santa Maria,0.0,140.0,96.0,177.0,125.0,0.0,0.0,0.0,9694614.0
7155,Torreano,0.0,409.0,203.0,610.0,365.0,17.0,17.0,0.0,31548193.0
7156,Torrebelvicino,0.0,853.0,554.0,1774.0,1049.0,66.0,47.0,18.0,94618181.0
7157,Torrebruna,0.0,196.0,114.0,189.0,40.0,0.0,0.0,0.0,7522845.0
7158,Torrecuso,0.0,903.0,360.0,456.0,286.0,14.0,16.0,4.0,32123703.0
7159,Torreglia,0.0,1105.0,591.0,1607.0,871.0,80.0,75.0,28.0,92697433.0
7160,Torregrotta,0.0,1858.0,699.0,1048.0,605.0,37.0,18.0,9.0,64098003.0
7161,Torremaggiore,0.0,4993.0,2171.0,2164.0,1209.0,72.0,87.0,21.0,150238921.0
7162,Torrenova,0.0,1199.0,533.0,735.0,410.0,29.0,22.0,0.0,44817521.0
7163,Torresina,0.0,13.0,10.0,9.0,6.0,0.0,0.0,0.0,581294.0
7164,Torretta,0.0,1039.0,360.0,498.0,339.0,18.0,11.0,0.0,32811197.0
7165,Torrevecchia Pia,0.0,545.0,324.0,867.0,608.0,37.0,23.0,0.0,49647227.0
7166,Torrevecchia Teatina,0.0,963.0,401.0,791.0,496.0,37.0,24.0,10.0,49006238.0
7167,Torri del Benaco,0.0,763.0,356.0,569.0,434.0,73.0,58.0,33.0,53440732.0
7168,Torri di Quartesolo,0.0,1977.0,985.0,3011.0,2138.0,166.0,121.0,55.0,188737425.0
7169,Torri in Sabina,0.0,317.0,138.0,247.0,128.0,12.0,8.0,4.0,15250542.0
7170,Torrice,0.0,1203.0,478.0,821.0,544.0,29.0,29.0,11.0,52498529.0
7171,Torricella,0.0,1252.0,589.0,744.0,321.0,14.0,9.0,5.0,40907854.0
7172,Torricella Peligna,0.0,420.0,196.0,245.0,101.0,6.0,0.0,0.0,12623019.0
7173,Torricella Sicura,0.0,632.0,256.0,540.0,307.0,12.0,6.0,0.0,28269779.0
7174,Torricella Verzate,0.0,157.0,89.0,181.0,154.0,17.0,10.0,4.0,13838358.0
7175,Torricella del Pizzo,0.0,118.0,56.0,174.0,70.0,0.0,0.0,0.0,7033754.0
7176,Torricella in Sabina,0.0,280.0,150.0,260.0,172.0,11.0,8.0,0.0,15639184.0
7177,Torriglia,0.0,428.0,228.0,512.0,453.0,25.0,10.0,4.0,33653612.0
7178,Torrile,0.0,1049.0,596.0,2083.0,1591.0,103.0,50.0,34.0,127204276.0
7179,Torrioni,0.0,124.0,46.0,60.0,23.0,0.0,0.0,0.0,3055856.0
7180,Torrita Tiberina,0.0,220.0,102.0,212.0,146.0,12.0,8.0,0.0,13082812.0
7181,Torrita di Siena,0.0,1372.0,795.0,1894.0,934.0,65.0,40.0,18.0,97378558.0
7182,Tortolì,0.0,2549.0,1075.0,2126.0,1385.0,108.0,88.0,18.0,133509011.0
7183,Tortona,0.0,4539.0,2301.0,6591.0,4789.0,470.0,383.0,211.0,456312797.0
7184,Tortora,0.0,1679.0,521.0,780.0,455.0,29.0,14.0,0.0,47759384.0
7185,Tortorella,0.0,182.0,58.0,57.0,30.0,4.0,0.0,0.0,4001120.0
7186,Tortoreto,4.0,2948.0,1242.0,2397.0,1471.0,124.0,91.0,43.0,152446796.0
7187,Tortorici,0.0,1695.0,1359.0,957.0,232.0,14.0,9.0,0.0,53650922.0
7188,Torviscosa,0.0,497.0,277.0,775.0,517.0,20.0,14.0,5.0,42477739.0
7189,Toscolano-Maderno,0.0,1725.0,894.0,1774.0,1174.0,105.0,74.0,35.0,115475856.0
7190,Tossicia,0.0,318.0,131.0,303.0,147.0,5.0,5.0,0.0,14880477.0
7191,Tovo San Giacomo,0.0,543.0,259.0,605.0,390.0,21.0,26.0,6.0,35469054.0
7192,Tovo di Sant'Agata,0.0,120.0,61.0,179.0,112.0,5.0,7.0,0.0,9863582.0
7193,Trabia,0.0,2410.0,867.0,1251.0,922.0,54.0,47.0,8.0,86312413.0
7194,Tradate,0.0,2919.0,1454.0,4371.0,3538.0,365.0,250.0,138.0,322084545.0
7195,Tramatza,0.0,279.0,106.0,191.0,87.0,4.0,0.0,0.0,9581103.0
7196,Trambileno,0.0,213.0,133.0,393.0,307.0,17.0,16.0,5.0,24705901.0
7197,Tramonti,0.0,1307.0,486.0,464.0,206.0,11.0,18.0,5.0,31765155.0
7198,Tramonti di Sopra,0.0,72.0,33.0,110.0,42.0,0.0,0.0,0.0,4184106.0
7199,Tramonti di Sotto,0.0,104.0,46.0,94.0,68.0,4.0,6.0,0.0,6034891.0
7200,Tramutola,0.0,749.0,275.0,499.0,366.0,32.0,22.0,7.0,34968013.0
7201,Trana,0.0,657.0,340.0,876.0,658.0,85.0,33.0,9.0,58965276.0
7202,Trani,0.0,13161.0,4586.0,7588.0,5412.0,499.0,417.0,159.0,551564689.0
7203,Traona,0.0,515.0,276.0,745.0,437.0,25.0,16.0,9.0,40903667.0
7204,Trapani,4.0,14855.0,4899.0,8978.0,8160.0,547.0,422.0,108.0,682670805.0
7205,Trappeto,0.0,855.0,236.0,330.0,234.0,14.0,10.0,4.0,23527170.0
7206,Trarego Viggiona,0.0,160.0,32.0,50.0,32.0,0.0,0.0,0.0,3039041.0
7207,Trasacco,0.0,1409.0,761.0,1149.0,651.0,23.0,21.0,0.0,64743412.0
7208,Trasaghis,0.0,436.0,206.0,641.0,366.0,13.0,12.0,4.0,32206824.0
7209,Trasquera,0.0,57.0,20.0,31.0,24.0,0.0,0.0,0.0,1915222.0
7210,Tratalias,0.0,282.0,108.0,166.0,86.0,0.0,0.0,0.0,8781810.0
7211,Travacò Siccomario,0.0,600.0,341.0,1040.0,963.0,120.0,104.0,56.0,93541639.0
7212,Travagliato,0.0,2315.0,1328.0,3461.0,2164.0,172.0,120.0,51.0,204483536.0
7213,Travedona-Monate,0.0,617.0,324.0,989.0,739.0,75.0,46.0,18.0,65498264.0
7214,Traversella,0.0,80.0,41.0,78.0,35.0,0.0,0.0,0.0,3666746.0
7215,Traversetolo,0.0,1526.0,826.0,2171.0,1954.0,210.0,164.0,76.0,176675471.0
7216,Traves,0.0,79.0,48.0,154.0,77.0,6.0,4.0,0.0,7289576.0
7217,Travesio,0.0,323.0,174.0,498.0,281.0,27.0,4.0,0.0,25363905.0
7218,Travo,0.0,476.0,253.0,510.0,409.0,45.0,40.0,15.0,40460247.0
7219,Tre Ville,0.0,280.0,162.0,386.0,267.0,24.0,20.0,13.0,27659083.0
7220,Trebaseleghe,0.0,2237.0,1276.0,3266.0,2023.0,163.0,92.0,60.0,195164089.0
7221,Trebisacce,0.0,2191.0,757.0,1201.0,1036.0,80.0,52.0,13.0,90495128.0
7222,Trecase,0.0,1710.0,594.0,1197.0,1102.0,72.0,46.0,16.0,88239268.0
7223,Trecastagni,0.0,2185.0,838.0,1506.0,1344.0,171.0,130.0,43.0,129864564.0
7224,Trecastelli,0.0,1567.0,891.0,2017.0,814.0,53.0,30.0,14.0,94836407.0
7225,Trecate,0.0,3053.0,1733.0,4794.0,3581.0,273.0,156.0,61.0,300467575.0
7226,Trecchina,0.0,697.0,269.0,348.0,198.0,11.0,8.0,0.0,21698380.0
7227,Trecenta,0.0,548.0,392.0,752.0,328.0,18.0,13.0,9.0,37644918.0
7228,Tredozio,0.0,212.0,160.0,389.0,145.0,9.0,5.0,0.0,16764004.0
7229,Treglio,0.0,340.0,172.0,388.0,216.0,19.0,17.0,6.0,22738084.0
7230,Tregnago,0.0,1066.0,466.0,1258.0,761.0,59.0,51.0,13.0,73191165.0
7231,Treia,0.0,1754.0,1219.0,2542.0,995.0,81.0,51.0,44.0,129776659.0
7232,Treiso,0.0,162.0,102.0,148.0,126.0,16.0,11.0,9.0,12854354.0
7233,Tremestieri Etneo,0.0,3558.0,1351.0,2974.0,3098.0,342.0,291.0,83.0,265339290.0
7234,Tremezzina,0.0,1169.0,505.0,1084.0,713.0,66.0,64.0,28.0,76811688.0
7235,Tremosine sul Garda,0.0,580.0,309.0,481.0,200.0,10.0,8.0,0.0,24554593.0
7236,Trentinara,0.0,497.0,204.0,226.0,83.0,0.0,4.0,0.0,12533382.0
7237,Trento,13.0,19893.0,9760.0,26824.0,25364.0,2732.0,2566.0,1160.0,2292056944.0
7238,Trentola Ducenta,0.0,4331.0,1337.0,2477.0,1758.0,80.0,59.0,19.0,160174085.0
7239,Trenzano,0.0,950.0,548.0,1341.0,654.0,59.0,37.0,17.0,71119374.0
7240,Treppo Grande,0.0,334.0,156.0,485.0,292.0,27.0,22.0,10.0,30917500.0
7241,Treppo Ligosullo,0.0,138.0,95.0,188.0,89.0,6.0,4.0,0.0,9179860.0
7242,Trepuzzi,0.0,3287.0,1530.0,2504.0,1405.0,61.0,64.0,27.0,145559338.0
7243,Trequanda,0.0,255.0,144.0,308.0,131.0,16.0,12.0,7.0,17570183.0
7244,Tresana,0.0,453.0,203.0,456.0,277.0,12.0,10.0,0.0,24921986.0
7245,Trescore Balneario,0.0,1653.0,770.0,2222.0,1535.0,147.0,140.0,63.0,154648351.0
7246,Trescore Cremasco,0.0,472.0,248.0,715.0,485.0,25.0,31.0,21.0,45391126.0
7247,Tresignana,0.0,1581.0,928.0,2359.0,996.0,54.0,23.0,12.0,109508788.0
7248,Tresivio,0.0,375.0,178.0,470.0,395.0,28.0,21.0,9.0,32705030.0
7249,Tresnuraghes,0.0,324.0,104.0,176.0,153.0,7.0,4.0,0.0,12355486.0
7250,Trevenzuolo,0.0,552.0,315.0,688.0,363.0,23.0,11.0,10.0,37206088.0
7251,Trevi,0.0,1574.0,875.0,1979.0,1103.0,64.0,55.0,18.0,107023106.0
7252,Trevi nel Lazio,0.0,369.0,164.0,309.0,229.0,10.0,6.0,0.0,19020510.0
7253,Trevico,0.0,232.0,106.0,165.0,76.0,7.0,0.0,0.0,8589659.0
7254,Treviglio,0.0,4793.0,2441.0,6955.0,5898.0,774.0,551.0,286.0,564814843.0
7255,Trevignano,0.0,1798.0,947.0,2922.0,1686.0,101.0,71.0,31.0,154831363.0
7256,Trevignano Romano,0.0,1274.0,464.0,826.0,880.0,143.0,103.0,39.0,87168441.0
7257,Treville,0.0,41.0,24.0,73.0,51.0,0.0,5.0,0.0,4183783.0
7258,Treviolo,0.0,1712.0,885.0,2558.0,2010.0,245.0,191.0,103.0,198149507.0
7259,Treviso,22.0,14823.0,6772.0,17856.0,16368.0,2268.0,2071.0,1273.0,1734491910.0
7260,Treviso Bresciano,0.0,96.0,49.0,148.0,78.0,0.0,0.0,0.0,6610205.0
7261,Trezzano Rosa,0.0,750.0,390.0,1326.0,1196.0,109.0,67.0,13.0,92981416.0
7262,Trezzano sul Naviglio,4.0,3294.0,1759.0,4880.0,4284.0,544.0,284.0,128.0,373396616.0
7263,Trezzo Tinella,0.0,89.0,50.0,47.0,44.0,0.0,0.0,6.0,4423599.0
7264,Trezzo sull'Adda,0.0,1904.0,988.0,3041.0,2444.0,214.0,141.0,67.0,207023041.0
7265,Trezzone,0.0,57.0,11.0,57.0,28.0,0.0,0.0,0.0,2555864.0
7266,Tribano,0.0,846.0,434.0,1107.0,579.0,45.0,44.0,16.0,61704496.0
7267,Tribiano,0.0,501.0,263.0,830.0,876.0,85.0,52.0,30.0,68877236.0
7268,Tribogna,0.0,125.0,55.0,140.0,75.0,7.0,0.0,0.0,7019167.0
7269,Tricarico,0.0,1211.0,580.0,916.0,536.0,30.0,15.0,5.0,52705071.0
7270,Tricase,0.0,4375.0,1576.0,2713.0,1967.0,166.0,125.0,42.0,188994422.0
7271,Tricerro,0.0,120.0,80.0,153.0,130.0,4.0,6.0,0.0,9939055.0
7272,Tricesimo,0.0,1311.0,673.0,1924.0,1461.0,156.0,106.0,65.0,136789364.0
7273,Triei,0.0,324.0,140.0,162.0,77.0,0.0,0.0,0.0,9059812.0
7274,Trieste,27.0,36344.0,17759.0,45952.0,43573.0,4397.0,3205.0,1347.0,3700223618.0
7275,Triggiano,0.0,6067.0,2475.0,4502.0,3097.0,245.0,160.0,54.0,297349861.0
7276,Trigolo,0.0,300.0,173.0,466.0,265.0,25.0,12.0,6.0,25871554.0
7277,Trinitapoli,0.0,3744.0,1656.0,1637.0,946.0,50.0,45.0,17.0,113003205.0
7278,Trinità,0.0,403.0,256.0,529.0,326.0,20.0,21.0,6.0,31365718.0
7279,Trinità d'Agultu e Vignola,0.0,697.0,272.0,349.0,192.0,23.0,17.0,5.0,24497161.0
7280,Trino,0.0,1182.0,651.0,1705.0,1102.0,77.0,42.0,19.0,98371841.0
7281,Triora,0.0,98.0,48.0,65.0,27.0,0.0,0.0,0.0,3234953.0
7282,Tripi,0.0,275.0,121.0,141.0,52.0,0.0,0.0,0.0,7115667.0
7283,Trisobbio,0.0,147.0,72.0,140.0,111.0,20.0,6.0,4.0,10882183.0
7284,Trissino,0.0,1317.0,720.0,2371.0,1533.0,144.0,95.0,59.0,149578539.0
7285,Triuggio,0.0,1242.0,685.0,2109.0,1765.0,199.0,131.0,82.0,161050527.0
7286,Trivento,0.0,1351.0,632.0,815.0,307.0,11.0,11.0,6.0,44513110.0
7287,Trivigliano,0.0,382.0,155.0,297.0,180.0,6.0,0.0,0.0,16347121.0
7288,Trivignano Udinese,0.0,292.0,169.0,412.0,299.0,17.0,13.0,5.0,25028384.0
7289,Trivigno,0.0,159.0,81.0,119.0,52.0,0.0,0.0,0.0,5719295.0
7290,Trivolzio,0.0,333.0,173.0,620.0,458.0,55.0,27.0,12.0,40904133.0
7291,Trodena nel parco naturale/Truden im Naturpark,0.0,178.0,105.0,219.0,263.0,22.0,10.0,0.0,18040736.0
7292,Trofarello,0.0,1623.0,909.0,2503.0,2167.0,209.0,169.0,54.0,185413879.0
7293,Troia,0.0,1718.0,757.0,1235.0,698.0,39.0,28.0,7.0,71342032.0
7294,Troina,0.0,2428.0,1032.0,1444.0,655.0,37.0,27.0,0.0,78985034.0
7295,Tromello,0.0,602.0,332.0,1092.0,549.0,36.0,28.0,10.0,54612021.0
7296,Trontano,0.0,325.0,146.0,407.0,260.0,19.0,13.0,4.0,23455488.0
7297,Tronzano Lago Maggiore,0.0,49.0,8.0,22.0,21.0,0.0,0.0,0.0,1448118.0
7298,Tronzano Vercellese,0.0,537.0,339.0,1007.0,538.0,22.0,14.0,6.0,49607199.0
7299,Tropea,0.0,1757.0,487.0,673.0,572.0,43.0,38.0,7.0,54720159.0
7300,Trovo,0.0,158.0,78.0,230.0,172.0,13.0,7.0,6.0,14529109.0
7301,Truccazzano,0.0,792.0,518.0,1535.0,1215.0,100.0,49.0,21.0,98657376.0
7302,Tubre/Taufers im Münstertal,0.0,272.0,96.0,166.0,101.0,0.0,4.0,0.0,9586209.0
7303,Tufara,0.0,291.0,111.0,135.0,47.0,0.0,0.0,0.0,6962243.0
7304,Tufillo,0.0,113.0,38.0,87.0,33.0,0.0,0.0,0.0,3701926.0
7305,Tufino,0.0,778.0,257.0,493.0,397.0,15.0,11.0,0.0,31802991.0
7306,Tufo,0.0,203.0,109.0,141.0,77.0,0.0,0.0,0.0,7553731.0
7307,Tuglie,0.0,1520.0,596.0,723.0,365.0,17.0,20.0,11.0,45741451.0
7308,Tuili,0.0,320.0,129.0,147.0,80.0,0.0,0.0,0.0,8862196.0
7309,Tula,0.0,460.0,176.0,224.0,108.0,6.0,4.0,0.0,12893365.0
7310,Tuoro sul Trasimeno,0.0,893.0,458.0,879.0,444.0,27.0,22.0,0.0,46022083.0
7311,Turania,0.0,43.0,14.0,46.0,35.0,0.0,0.0,0.0,2530702.0
7312,Turano Lodigiano,0.0,255.0,134.0,422.0,236.0,28.0,7.0,4.0,22631721.0
7313,Turate,0.0,1321.0,733.0,2413.0,1897.0,166.0,127.0,47.0,163764261.0
7314,Turbigo,0.0,1103.0,669.0,1883.0,1191.0,96.0,71.0,25.0,109756704.0
7315,Turi,0.0,3456.0,1462.0,2127.0,1694.0,90.0,56.0,18.0,148315751.0
7316,Turri,0.0,128.0,58.0,78.0,34.0,0.0,0.0,0.0,3954047.0
7317,Turriaco,0.0,449.0,256.0,740.0,582.0,51.0,16.0,7.0,45923137.0
7318,Turrivalignani,0.0,190.0,87.0,156.0,106.0,0.0,0.0,0.0,8485012.0
7319,Tursi,0.0,1500.0,646.0,756.0,304.0,15.0,12.0,4.0,43250597.0
7320,Tusa,0.0,725.0,415.0,476.0,251.0,10.0,9.0,0.0,27815101.0
7321,Tuscania,0.0,2077.0,1020.0,1299.0,1048.0,73.0,59.0,14.0,97178285.0
7322,Ubiale Clanezzo,0.0,226.0,110.0,368.0,244.0,16.0,7.0,0.0,19733192.0
7323,Uboldo,5.0,1389.0,885.0,2769.0,2260.0,212.0,123.0,57.0,189182187.0
7324,Ucria,0.0,267.0,182.0,213.0,49.0,5.0,0.0,0.0,9605155.0
7325,Udine,17.0,17392.0,8202.0,21836.0,20070.0,2495.0,2129.0,959.0,1895274743.0
7326,Ugento,0.0,4033.0,1442.0,1443.0,806.0,40.0,30.0,11.0,99032293.0
7327,Uggiano la Chiesa,0.0,1452.0,555.0,620.0,359.0,19.0,20.0,0.0,41331792.0
7328,Uggiate-Trevano,0.0,1061.0,340.0,805.0,603.0,56.0,43.0,17.0,56169957.0
7329,Ulassai,0.0,337.0,152.0,352.0,161.0,5.0,9.0,0.0,17007926.0
7330,Ultimo/Ulten,0.0,581.0,327.0,637.0,585.0,42.0,16.0,9.0,46068156.0
7331,Ulà Tirso,0.0,159.0,36.0,76.0,31.0,0.0,0.0,0.0,3724241.0
7332,Umbertide,0.0,2865.0,1855.0,4417.0,2092.0,141.0,118.0,44.0,224365808.0
7333,Umbriatico,0.0,285.0,96.0,85.0,23.0,0.0,0.0,0.0,5264271.0
7334,Urago d'Oglio,0.0,612.0,352.0,1052.0,378.0,28.0,14.0,9.0,46046705.0
7335,Uras,0.0,631.0,264.0,488.0,256.0,9.0,0.0,0.0,25052504.0
7336,Urbana,0.0,399.0,262.0,540.0,259.0,18.0,7.0,4.0,27384146.0
7337,Urbania,0.0,1379.0,837.0,1806.0,835.0,54.0,46.0,36.0,95142446.0
7338,Urbe,0.0,170.0,79.0,167.0,117.0,7.0,5.0,0.0,9988760.0
7339,Urbino,0.0,2681.0,1467.0,3429.0,2448.0,248.0,190.0,66.0,229265137.0
7340,Urbisaglia,0.0,502.0,356.0,688.0,309.0,25.0,13.0,0.0,33824259.0
7341,Urgnano,0.0,1552.0,869.0,2496.0,1615.0,143.0,85.0,35.0,148450176.0
7342,Uri,0.0,730.0,272.0,519.0,299.0,6.0,0.0,0.0,27628383.0
7343,Ururi,0.0,723.0,263.0,422.0,243.0,15.0,7.0,4.0,25460625.0
7344,Urzulei,0.0,292.0,129.0,252.0,95.0,0.0,0.0,0.0,11429372.0
7345,Uscio,0.0,384.0,224.0,483.0,342.0,27.0,11.0,6.0,29488579.0
7346,Usellus,0.0,220.0,83.0,127.0,51.0,4.0,0.0,0.0,6629847.0
7347,Usini,0.0,949.0,413.0,842.0,430.0,12.0,8.0,0.0,42187276.0
